,As,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Nb,Ni,Ni+Mn,P,P S,S,S Ni,SN,Si,Si P,Sn,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,category,name,url
36,,,27.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0," E8045-P2 H4R
PIPELINER LH-D80",,195,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric)
37,,0.15,100.0,0.30000000000000004,,,28.5,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,585.0,1.75,500.0," E8045-P2 H4R
PIPELINER LH-D80","aws-a5.1:-e7018-1-h4r
asme-sfa-a5.1:-e7018-1-h4r
cwb/csa-w48-06:-e4918-1-h4",196,"•-50%-less-moisture-pick-vs.-competition
•-clear-weld-puddle-without-slag-interference
•-flat-bead-profile
•-no-intentional-addition-of-zinc-for-moisture-
resistance
welding-positions
all,-except-vertical-down","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","diameters-/-packaging
1-lb-(0.5-kg)",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric)
38,,,27.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0," E8045-P2 H4R
PIPELINER LH-D80",,198,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric)
39,,0.15,100.0,,,4.0,28.5,,1.8250000000000002,,0.35000000000000003,,,0.9,,0.03,,0.03,,,0.8,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80","aws-a5.5/a5.5m:-2006-e10018-d2-h4r
asme-sfa-a5.5:-e10018-d2-h4r
abs:-3yq620-h5
lloyd’s-register:-3y62-h5
dnv-grade:-3y62-h5
cwb/csa-w48-06:-e6918-d2",199,"capable-of-exceeding-550-mpa-(80-ksi)-yield-
strength-after-12-hours-at-635°c-(1175°f)-on-
4130-aisi-steel-
premium-arc-performance
q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
easy-strike-and-re-strike-
effortless-slag-removal-
welding-positions
all,-except-vertical-down
d2-h4r","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","chromium-molybdenum-and-other-low-alloy-steels,-
including-aisi-4130,-4140,-8630-and-astm-a182-and-
a336-grades-f22
carbon-manganese-and-other-low-alloy-steels
offshore-and-subsea-components
process-piping
meets-nace-mr0175/iso15156-2",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric)
40,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,430.0,,330.0, E6011,,201,,Requirements - AWS E6011,Typical Results(3) - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric)
41,,0.1,53.5,0.4,,4.0,27.0,,1.55,,0.375,,,1.875,,,0.03,,,,0.6000000000000001,,,580.0,,475.0, E6011,"key-features
capable-of-producing-weld-deposits-with-
760-mpa-(110-ksi)-tensile-strength-
premium-arc-performance-
square-coating-burn-off-
easy-strike-and-re-strike-
effortless-slag-removal
welding-positions
all,-except-vertical-down",202,"typical-applications
quenched-and-tempered-crane-booms
steels,-such-as-a514,-
trailer-frames
a517-and-a709
general-fabrication-of-
high-strength-steels",Requirements - AWS E6011,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e11018m-h4r
asme-sfa-a5.5:-e11018m-h4r
abs:-4yq690-h5
dnv-grade:-4-ym69-h5
cwb/csa-w48-06:-e7618-m-h4r
s-e11018m-h4r-•-low-alloy,-low-hydrogen",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner18P(LincolnElectric)
42,,0.12,27.0,,,4.0,22.0,,0.9,,0.525,,,,,,,0.03,,,,0.41500000000000004,,430.0,,330.0, E6010,"typical-applications
(cid:23)(cid:3)fabrication-and-maintenance-welding
(cid:23)(cid:3)pressure-vessels-and-pressure-piping",205,"(cid:23)(cid:3)designed-for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)premium-arc-performance
(cid:23)(cid:3)square-coating-burn-off
(cid:23)(cid:3)easy-strike,-re-strike-and-slag-removal
(cid:23)(cid:3)capable-of-exceeding-aws-mum-
requirement-of-490-mpa-(70-ksi)-tensile-
strength-after-8-hours-of-stress-relieving-
at-620°c-(1150°f)",Requirements - AWS E6010,Typical Results(3) - As-Welded,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can-10-lb
1-h4r",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric)
43,,0.05,54.5,,,3.0,28.0,,0.675,,0.55,,,,,,,,,,,0.3033333333,,542.5,,447.5, E6010,"typical-applications
(cid:23)(cid:3)fabrication-and-maintenance-welding
(cid:23)(cid:3)pressure-vessels-and-pressure-piping",206,"(cid:23)(cid:3)designed-for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)premium-arc-performance
(cid:23)(cid:3)square-coating-burn-off
(cid:23)(cid:3)easy-strike,-re-strike-and-slag-removal
(cid:23)(cid:3)capable-of-exceeding-aws-mum-
requirement-of-490-mpa-(70-ksi)-tensile-
strength-after-8-hours-of-stress-relieving-
at-620°c-(1150°f)",Requirements - AWS E6010,Typical Results(3) - As-Welded,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can-10-lb
1-h4r",,,
44,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,430.0,,330.0, E6010,,208,,Requirements - AWS E6010,Typical Results(3) - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric)
45,,0.085,72.0,1.25,,4.0,25.5,,0.9,,0.525,,,,,0.03,,0.03,,,0.8,,,555.0,,457.5, E6010,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e8018-b2-h4r-•-low-alloy,-low-hydrogen",209,"typical-applications
(cid:23)(cid:3)power-generation-(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)petrochemical-(cid:23)(cid:3)process-piping",Requirements - AWS E6010,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e8018-b2-h4r
asme-sfa-a5.5:-e8018-b2-h4r
cwb/csa-w48-06:-e5518-b2
welding-positions
all,-except-vertical-down",,,
46,,,20.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0, E8018-C1 H4R,,21,,Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)",,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Millennium-MillenniumArc7018-1(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Millennium-MillenniumArc7018-1(LincolnElectric)
47,,0.12,,,,,17.0,,1.25,,,,,,,,,2.375,,,0.8,,,430.0,,330.0, E6013,"typical-applications
•-low-temperature-applications
•-refrigerated-ammonia-tanks
•-liquefied-gas-storage,-piping-and-transportation
•-weathering-steels
•-applications-requiring-stress-relieved-conditions",212,"•-designed-to-produce-a-nol-2.25%-nickel-deposit
•-premium-arc-performance
•-square-coating-burn-off
•-easy-strike,-re-strike-and-slag-removal
welding-positions
all,-except-vertical-down",Requirements - AWS E6013,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-e8018-c1-h4r
asme-sfa-a5.5:-e8018-c1-h4r
cwb/csa-w48-06:-e5518-c1",,,
48,,0.07,56.5,,,,23.0,,1.07,,,,,,,,,,,,0.35000000000000003,,,487.5,,420.0, E6013,"typical-applications
•-low-temperature-applications
•-refrigerated-ammonia-tanks
•-liquefied-gas-storage,-piping-and-transportation
•-weathering-steels
•-applications-requiring-stress-relieved-conditions",213,"•-designed-to-produce-a-nol-2.25%-nickel-deposit
•-premium-arc-performance
•-square-coating-burn-off
•-easy-strike,-re-strike-and-slag-removal
welding-positions
all,-except-vertical-down",Requirements - AWS E6013,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-e8018-c1-h4r
asme-sfa-a5.5:-e8018-c1-h4r
cwb/csa-w48-06:-e5518-c1",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric)
49,,0.12,27.0,0.15,,4.0,22.0,,0.8250000000000001,,0.35000000000000003,,,0.9500000000000001,,0.03,,0.03,,,0.8,,,490.0,0.05,415.0, E7010-P1,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-op
in-(mm)-in-(mm)-30-lb-(13.6-kg)-master
s-e8018-c3-h4r-•-low-alloy,-low-hydrogen",215,"typical-applications
(cid:23)(cid:3)shipbuilding-(cid:23)(cid:3)weathering-steels
(cid:23)(cid:3)piping-and-gas-(cid:23)(cid:3)cross-country-
storage-tanks-pipe-repair",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e8018-c3-h4r
asme-sfa-a5.5:-e8018-c3-h4r
abs:-e8018-c3-h4r
cwb/csa-w48-06:-e5518-c3
en-iso-2560-b:-e5518-n2-a-u-h5",,,
50,,0.2,27.0,0.30000000000000004,,,22.0,,1.2,,0.5,,,1.0,,0.03,,,,,0.6000000000000001,,,490.0,0.1,415.0, E7010-P1,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",215,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,diameters-/-packaging,,,
51,,0.055,70.5,0.05,,1.5,26.0,,0.8250000000000001,,0.17,,,0.9500000000000001,,,,,,,0.34500000000000003,,,580.0,,485.0, E7010-P1,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-op
in-(mm)-in-(mm)-30-lb-(13.6-kg)-master
s-e8018-c3-h4r-•-low-alloy,-low-hydrogen",216,"typical-applications
(cid:23)(cid:3)shipbuilding-(cid:23)(cid:3)weathering-steels
(cid:23)(cid:3)piping-and-gas-(cid:23)(cid:3)cross-country-
storage-tanks-pipe-repair",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e8018-c3-h4r
asme-sfa-a5.5:-e8018-c3-h4r
abs:-e8018-c3-h4r
cwb/csa-w48-06:-e5518-c3
en-iso-2560-b:-e5518-n2-a-u-h5",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric)
52,,0.085,,2.25,,4.0,17.0,,0.9,,1.05,,,,,0.03,,0.03,,,0.8,,,490.0,,400.0, E7014,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e9018-b3-h4r-•-low-alloy,-low-hydrogen",218,"typical-applications
(cid:23)(cid:3)2.25%-chromium,-(cid:23)(cid:3)petrochemical
1%-molybdenum-steels
(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)power-generation
(cid:23)(cid:3)process-piping",Requirements - AWS E7014,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e9018-b3-h4r
asme-sfa-a5.5:-e9018-b3-h4r
cwb/csa-w48-06:-e6218-b3
welding-positions
all,-except-vertical-down",,,
53,,0.075,74.0,2.335,,3.0,26.0,,0.72,,1.08,,,,,,,,,,0.44,,,537.5,,455.0, E7014,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e9018-b3-h4r-•-low-alloy,-low-hydrogen",219,"typical-applications
(cid:23)(cid:3)2.25%-chromium,-(cid:23)(cid:3)petrochemical
1%-molybdenum-steels
(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)power-generation
(cid:23)(cid:3)process-piping",Requirements - AWS E7014,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e9018-b3-h4r
asme-sfa-a5.5:-e9018-b3-h4r
cwb/csa-w48-06:-e6218-b3
welding-positions
all,-except-vertical-down",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld35(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld35(LincolnElectric)
54,,0.1,,0.15,,4.0,19.0,,0.925,,0.35000000000000003,,,1.6,,,0.03,,,,0.8,,,550.0,,460.0, E8010-G,"aws-a5.5/a5.5m:-2006-e9018m-h4r
asme-sfa-a5.5:-e9018m-h4r
abs:-e9018m-h4r
cwb/csa-w48-06:-e6218-m-h4r-(9018m-h4r)",221,"(cid:23)(cid:3)designed-to-produce-weld-deposits-with-
620-mpa-(90-ksi)-tensile-strength-
(cid:23)(cid:3)premium-arc-performance-
(cid:23)(cid:3)square-coating-burn-off-
(cid:23)(cid:3)easy-strike-and-re-strike-
(cid:23)(cid:3)effortless-slag-removal
welding-positions
all,-except-vertical-down
h4r",Requirements - AWS E8010-G,Typical Results(3) - As-Welded,"(cid:23)(cid:3)high-strength-steel,-such-as-hy-80,-hy-90-and-astm-
a514
(cid:23)(cid:3)cross-country-pipe-repair
(cid:23)(cid:3)dc-welding",,,
55,,0.055,59.0,0.085,,2.0,25.0,,1.0,,0.30000000000000004,,,1.65,,,0.0133333333,,,,0.4,,,637.5,,540.0, E8010-G,"aws-a5.5/a5.5m:-2006-e9018m-h4r
asme-sfa-a5.5:-e9018m-h4r
abs:-e9018m-h4r
cwb/csa-w48-06:-e6218-m-h4r-(9018m-h4r)",222,"(cid:23)(cid:3)designed-to-produce-weld-deposits-with-
620-mpa-(90-ksi)-tensile-strength-
(cid:23)(cid:3)premium-arc-performance-
(cid:23)(cid:3)square-coating-burn-off-
(cid:23)(cid:3)easy-strike-and-re-strike-
(cid:23)(cid:3)effortless-slag-removal
welding-positions
all,-except-vertical-down
h4r",Requirements - AWS E8010-G,Typical Results(3) - As-Welded,"(cid:23)(cid:3)high-strength-steel,-such-as-hy-80,-hy-90-and-astm-
a514
(cid:23)(cid:3)cross-country-pipe-repair
(cid:23)(cid:3)dc-welding",stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric)
56,,0.07,,0.03,,2.0,22.0,,0.97,,0.225,,,0.02,,,0.01,,,,0.27,,,490.0,,390.0, E7010-A1,nan,224,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface",Requirements - AWS E7010-A1,Typical Results(3)  - As-Welded,"nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,
57,,,104.0,,,,28.0,,,,,,,,,,,,,,,,,590.0,,492.5, E8018-C1 H4R,,22,,Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)",,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Millennium-MillenniumArc7018-1(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Millennium-MillenniumArc7018-1(LincolnElectric)
58,,,39.0,,,,27.5,,,,,,,,,,,,,,,,,560.0,,475.0, E7010-A1,,225,,Requirements - AWS E7010-A1,Typical Results(3)  - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric)
59,,0.055,,,,,17.0,,1.12,,,,,,,0.0125,,0.008,,,0.395,,,620.0,,530.0, E9010-G,"diameters-/-packaging
buy-america",227,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",Requirements - AWS E9010-G,Typical Results(3) - As-Welded,"•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,
60,,,69.5,,,,23.0,,,,,,,,,,,,,,,,,655.0,,567.5, E9010-G,,228,,Requirements - AWS E9010-G,Typical Results(3) - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
61,,0.06,27.0,,,,22.0,,1.35,,,,,,,0.0125,,0.008,,,0.53,,,490.0,,415.0, E7010-P1,"typical-applications
•-root-pass-welding-of-up-to-x100-grade-pipe
welding-positions
all",230,"•-hot,-fill-and-cap-pass-welding-up-to-x60
•-low-hydrogen,-vertical-up-capability-on-x60-grade-pipe-
•-q2-lot®-certificates-showing-actual-deposit-chemistry-
and-mechanical-properties-available-online
•-dc-(dcen)-is-the-recommended-polarity-for-root-pass-
welding-on-pipe",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"conformances
aws-a5.1:-e7016-1-h4
asme-sfa-a5.1:-e7016-1-h4",,,
62,,,41.5,,,,25.0,,,,,,,,,,,,,,,,,580.0,,480.0, E7010-P1,,231,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric)
63,,0.155,27.0,0.025,,,22.0,,0.64,,0.015,,,0.025,,0.011,,,,,0.23500000000000001,,,490.0,,400.0, E7024-1,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-open-ca",233,"(cid:23)(cid:3)high-operator-appeal-and-control
(cid:23)(cid:3)easy-slag-removal
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online
(cid:23)(cid:3)standard-in-the-pipe-welding-industry",Requirements - AWS E7024-1,Typical Results(3) - As-Welded,"(cid:23)(cid:3)cross-country-and-in-plant-pipe-welding
(cid:23)(cid:3)root-pass-on-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-on-up-to-x60-grade-pipe",,,
64,,,43.5,,,,26.5,,,,,,,,,,,,,,,,,547.5,,472.5, E7024-1,,234,,Requirements - AWS E7024-1,Typical Results(3) - As-Welded,,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric)
65,,,47.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0, E8018-B2,,237,,Requirements - AWS E8018-B2,"Typical Performance
As-Welded",,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric)
66,,0.2,,0.30000000000000004,,,,,1.2,,0.5,,,1.0,,0.03,,,,,0.6000000000000001,,,,0.1,, E8018-B2,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",238,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",Requirements - AWS E8018-B2,"Typical Performance
As-Welded",diameters-/-packaging,stainless-high-alloy,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric)
