,A5,AWS,Ag,Al,Applications,As,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Diffusible Hydrogen,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Ni+Mn,Other,Others,P,P S,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,S Ni,SN,Si,Si P,Sn,Suitable_For,Ti,V,W,Zn,Zr,conformances,ind,url
132,,,,,nan,,,,0.12,,,0.2,,,,,,,,,,,,,,,,1.3,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.8,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.05,,,,nan,72,
133,,,,,nan,,,,0.05,,,0.05,,,,,,,,,,,,,,,,1.175,,0.02,,,,,0.04,,,,,0.01,,,,,,,,,,0.425,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.01,,,,nan,72,
134,,,,,"conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",,,,,,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",73,
135,,,,,"conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",,,,0.165,,,,,,,,,,,,,,,,,,,0.575,,,,,,,,,,,,0.0115,,,,,,,,,,0.34,,,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",,,,,,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",73,
136,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ck-electr
properties-and-tec
rode
chniques",,,,,,nan,74,
137,,,,,"•-steel-with-moderate-surface-contants
•-cross-country-and-in-plant-pipe-welding
•-square-edge-butt-welds
•-welding-on-galvanized-and-specially-coated-steels",,,,0.2,,,0.2,,,,,,,,,,,,,,,,1.2,,0.3,,,,,0.3,,,,,,,,,,,,,,,1.0,,,"•-deep-arc-penetration
•-light-slag-with-mal-arc-interference
•-excellent-vertical-and-overhead-capability",,0.08,,,,diameters-/-packaging,75,
138,,,,,"•-steel-with-moderate-surface-contants
•-cross-country-and-in-plant-pipe-welding
•-square-edge-butt-welds
•-welding-on-galvanized-and-specially-coated-steels",,,,0.13,,,0.030000000000000002,,,,,,,,,,,,,,,,0.515,,0.03,,,,,0.030000000000000002,,,,,0.011000000000000001,,,,,,,0.0095,,,0.26,,,"•-deep-arc-penetration
•-light-slag-with-mal-arc-interference
•-excellent-vertical-and-overhead-capability",,0.01,,,,diameters-/-packaging,75,
139,,,,,"conformances
aws-a5.1/a5.1m:-e6010
asme-sfa-a5.1:-e6010
abs:-e6010
cwb/csa-w48-06:-e4310
tuv:-en-iso-2560-a:-e-42-3-c25",,,,0.2,,,0.2,,,,,,,,,,,,,,,,1.2,,0.3,,,,,0.3,,,,,,,,,,,,,,,1.0,,,"•-high-operator-appeal-and-control
•-easy-slag-removal
•-standard-in-the-pipe-welding-industry
welding-positions
all",,0.08,,,,"typical-applications
•-cross-country-and-in-plant-pipe-welding
•-steel-with-moderate-surface-contants
•-repair-welding",76,
14,,,,,"conformances
aws-a5.5/a5.5m:-e8018-c1-h4r
asme-sfa-a5.5:-e8018-c1-h4r
cwb/csa-w48-06:-e5518-c1",,,,0.12,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,2.375,,,0.8,,,"•-designed-to-produce-a-nol-2.25%-nickel-deposit
•-premium-arc-performance
•-square-coating-burn-off
•-easy-strike,-re-strike-and-slag-removal
welding-positions
all,-except-vertical-down",,,,,,"typical-applications
•-low-temperature-applications
•-refrigerated-ammonia-tanks
•-liquefied-gas-storage,-piping-and-transportation
•-weathering-steels
•-applications-requiring-stress-relieved-conditions",7,
140,,,,,"conformances
aws-a5.1/a5.1m:-e6010
asme-sfa-a5.1:-e6010
abs:-e6010
cwb/csa-w48-06:-e4310
tuv:-en-iso-2560-a:-e-42-3-c25",,,,0.14500000000000002,,,0.04,,,,,,,,,,,,,,,,0.625,,0.02,,,,,0.04,,,,,0.011000000000000001,,,,,,,0.009000000000000001,,,0.21000000000000002,,,"•-high-operator-appeal-and-control
•-easy-slag-removal
•-standard-in-the-pipe-welding-industry
welding-positions
all",,0.01,,,,"typical-applications
•-cross-country-and-in-plant-pipe-welding
•-steel-with-moderate-surface-contants
•-repair-welding",76,
141,,,,,"•-sheet-metal
•-irregular-short-welds-that-change-positions
•-maintenance-or-repair-welding
•-for-use-with-small-ac-welders-with-low-ocv",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,"•-operable-with-low-amperages-on-sheet-metal
•-excellent-bead-appearance
•-slag-control-accommodates-vertical-down-welding",,,,,,"aws-a5.1/a5.1m:-e6013
asme-sfa-a5.1:-e6013
abs:-e6013
lloyd’s-register:-3m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb/csa-w48-06:-e4313
en-iso-2560-b:-e4313-a
welding-positions
all",78,
142,,,,,"•-sheet-metal
•-irregular-short-welds-that-change-positions
•-maintenance-or-repair-welding
•-for-use-with-small-ac-welders-with-low-ocv",,,,0.05500000000000001,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,,0.015,,,,,,,,,,0.2,,,"•-operable-with-low-amperages-on-sheet-metal
•-excellent-bead-appearance
•-slag-control-accommodates-vertical-down-welding",,,,,,"aws-a5.1/a5.1m:-e6013
asme-sfa-a5.1:-e6013
abs:-e6013
lloyd’s-register:-3m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb/csa-w48-06:-e4313
en-iso-2560-b:-e4313-a
welding-positions
all",78,
143,,,,,"conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.6,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,0.1,,,,diameters-/-packaging,79,
144,,,,,"conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,0.14500000000000002,,,0.035,,,,,,,,,,,,,,,,0.635,,0.125,,,,,0.74,,,,,0.015,,,,,,,,,,0.185,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,,,,,diameters-/-packaging,79,
145,,,,,"•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",,,,0.15,,,0.3,,,,,,,,,,,,,,,,1.25,,0.08,,,,,0.2,,,,,0.035,,,,,,,,,,0.9,,,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages",,,,,,"aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",80,
146,,,,,"•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",,,,0.08,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,0.015,,,,,,,,,,0.365,,,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages",,,,,,"aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",80,
147,,,,,"diameters-/-packaging
diameter-length",,,,,,,0.3,,,,,,,,,,,,,,,,1.0,,0.2,,,,,0.5,,,,,0.03,,,,,,,,,,0.8,,,"conformances
aws-a5.5/a5.5m:-2006-e8010-g,-e8010-p1*
asme-sfa-a5.5:-e8010-g,-e8010-p1*
abs:-e8010-g
cwb/csa-w48-06:-e5510-g
tuv:-din-en-iso-2560-a:e
*-this-product-is-classified-as-an-e8010-g;-however,-it-also-meets-the-requirements-of-an-e8010-p1.
welding-positions
all",,0.1,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",81,
148,,,,,"diameters-/-packaging
diameter-length",,,,0.15000000000000002,,,0.10500000000000001,,,,,,,,,,,,,,,,0.8999999999999999,,0.1,,,,,0.86,,,,,,,,,,,,,,,0.175,,,"conformances
aws-a5.5/a5.5m:-2006-e8010-g,-e8010-p1*
asme-sfa-a5.5:-e8010-g,-e8010-p1*
abs:-e8010-g
cwb/csa-w48-06:-e5510-g
tuv:-din-en-iso-2560-a:e
*-this-product-is-classified-as-an-e8010-g;-however,-it-also-meets-the-requirements-of-an-e8010-p1.
welding-positions
all",,0.03,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",81,
149,,,,,"(cid:23)(cid:3)api-5l-x42-through-x56-grade-pipe-
(cid:23)(cid:3)cross-country-and-in-plant-pipe",,,,0.12,,,,,,,,,,,,,,,,,,,0.6,,0.525,,,,,,,,,,0.03,,,,,,,0.03,,,0.4,,,"(cid:23)(cid:3)for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration-and-superior-puddle-control
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)capable-of-480-mpa-(70-ksi)-tensile-strength-
weld-deposits",,,,,,"aws-a5.5/a5.5m:-2006-e7010-a1
asme-sfa-a5.5:-e7010-a1
abs:-e7010-a1
cwb/csa-w48-06:-e4910-a1
tuv:-din-en-iso-2560-a:e
mil-e-22200/7:-mil-7010-a1
welding-positions
all",82,
15,,,,,"conformances
aws-a5.5/a5.5m:-e8018-c1-h4r
asme-sfa-a5.5:-e8018-c1-h4r
cwb/csa-w48-06:-e5518-c1",,,,0.07,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,,,"•-designed-to-produce-a-nol-2.25%-nickel-deposit
•-premium-arc-performance
•-square-coating-burn-off
•-easy-strike,-re-strike-and-slag-removal
welding-positions
all,-except-vertical-down",,,,,,"typical-applications
•-low-temperature-applications
•-refrigerated-ammonia-tanks
•-liquefied-gas-storage,-piping-and-transportation
•-weathering-steels
•-applications-requiring-stress-relieved-conditions",7,
150,,,,,"(cid:23)(cid:3)api-5l-x42-through-x56-grade-pipe-
(cid:23)(cid:3)cross-country-and-in-plant-pipe",,,,0.095,,,,,,,,,,,,,,,,,,,0.43999999999999995,,0.51,,,,,,,,,,0.015,,,,,,,,,,0.17,,,"(cid:23)(cid:3)for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration-and-superior-puddle-control
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)capable-of-480-mpa-(70-ksi)-tensile-strength-
weld-deposits",,,,,,"aws-a5.5/a5.5m:-2006-e7010-a1
asme-sfa-a5.5:-e7010-a1
abs:-e7010-a1
cwb/csa-w48-06:-e4910-a1
tuv:-din-en-iso-2560-a:e
mil-e-22200/7:-mil-7010-a1
welding-positions
all",82,
151,,,,,diameters-/-packaging,,,,,,,0.3,,,,,,,,,,,,,,,,1.0,,0.2,,,,,0.5,,,,,0.03,,,,,,,0.03,,,0.8,,,"conformances
aws-a5.5/a5.5m:-2006-e9010-g
asme-sfa-a5.5:-e9010-g
welding-positions
all",,0.1,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control",83,
152,,,,,diameters-/-packaging,,,,0.155,,,0.034999999999999996,,,,,,,,,,,,,,,,0.67,,0.565,,,,,0.7150000000000001,,,,,0.015,,,,,,,,,,0.15,,,"conformances
aws-a5.5/a5.5m:-2006-e9010-g
asme-sfa-a5.5:-e9010-g
welding-positions
all",,,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control",83,
153,,,,,"(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.6,,,"(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",,0.5,,,,diameters-/-packaging,84,
154,,,,,"(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,,,0.15000000000000002,,,,,,,,,,,,,,,,,,,0.56,,0.29000000000000004,,,,,0.015,,,,,,,,,,,,,,,0.13,,,"(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",,0.01,,,,diameters-/-packaging,84,
155,,,,,"(cid:23)(cid:3)large-welds
(cid:23)(cid:3)slightly-downhill-(15°-positions
(cid:23)(cid:3)multiple-pass-welding",,,,0.15,,,0.2,,,,,,,,,,,,,,,,1.21,1.5,0.3,,,,,0.3,,,,,0.035,,,,,,,0.035,,,0.9,,,"(cid:23)(cid:3)high-deposition-rates
(cid:23)(cid:3)smooth-bead-appearance
(cid:23)(cid:3)mal-spatter
(cid:23)(cid:3)shallow-penetration",,0.08,,,,"diameters-/-packaging
diameter-length
-1",85,
156,,,,,"(cid:23)(cid:3)large-welds
(cid:23)(cid:3)slightly-downhill-(15°-positions
(cid:23)(cid:3)multiple-pass-welding",,,,0.045,,,0.025,,,,,,,,,,,,,,,,0.825,,,,,,,,,,,,0.016,,,,,,,0.008,,,0.405,,,"(cid:23)(cid:3)high-deposition-rates
(cid:23)(cid:3)smooth-bead-appearance
(cid:23)(cid:3)mal-spatter
(cid:23)(cid:3)shallow-penetration",,0.01,,,,"diameters-/-packaging
diameter-length
-1",85,
157,,,,,"diameters-/-packaging
diameter-4.2-kg-(9.3-lb)-
easy-open-can",0.005,,,0.07500000000000001,,,6.0,0.005,,,,,,,,,,,,,,,0.7,,0.15,,,,,,,,,,0.012,,,,,,,0.015,,,0.22499999999999998,,0.01,"•-designed-for-prolonged-•-designed-for-welding-
elevated-temperatures-up-1.25%-chromium,-0.50%
to-550°c-(1022°f)-molybdenum-steels
•-refineries-where-corrosion-•-trace-elements-are-
resistance-to-sulphur-controlled-to-ensure-low
bearing-crude-oil-is-at-bruscato-(x-factor-15
250-450°c-(482-842°f)-and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",,,,,,"aws-a5.5-e8018-b2-h4
%-bs-en-iso-3580-a-e-crmo1-b
bs-en-iso-3580-b-e-5516-1cm
bs-2493-1crmo-b-h
w-
din-8575-ecrmo-1-b-2-6
5-ppm)",87,
158,,,,,diameters-/-packaging,0.005,,,0.07500000000000001,,,6.0,0.005,,,,,,,,,,,,,,,0.7,,0.15,,,,,,,,,,0.012,,,,,,,0.015,,,0.22499999999999998,,0.01,"•-designed-for-prolonged-•-designed-for-all-positio
elevated-temperatures-up-welding-of-2.25%-chrom
to-600°c-(1112°f)-1%-molybdenum-low-all
steels
•-refineries-where-corrosion-
resistance-to-sulphur-•-trace-elements-are-
bearing-crude-oil-is-at-controlled-to-ensure-low
250-450°c-(482-842°f)-bruscato-(x-factor-15
and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",,,,,,"on-aws-a5.5-e9018-b3
mium,-
bs-en-iso-3580-a-e-crmo1-b-3-2
loy-
bs-en-iso-3580-b-e-6216-2c1m
bs-2493-2crmo-b-h
din-8575-ecrmo-2-b-2-6
w-
5-ppm)",88,
159,,,,,"conformances
d-aws-5.5-e8015-b6
bs-en-iso-3580-a-e-crmo5-b-3-2-h5
tance-
bs-en-iso-3580-b-e-6216-5cm
r",,,,0.07500000000000001,,,5.0,,,,,,,,,,,,,,,,0.75,,0.55,,,,,0.4,,,,,0.025,,,,,,,0.025,,,0.8,,,"•-moisture-resistant-coating-provides-low-amounts-of-weld
metal-hydrogen-levels-for-a-superior-weld
•-designed-for-high-strength-and-improved-corrosion-resist
with-hot-hydrogen-gas,-super-heated-steam,-and-sulphur
crude-oils
welding-positions------------
all,-except-vertical-down",,,,,,"typical-applications-------------
•-piping
•-steam-generating-power-plant
•-pressure-vessels
•-oil-refineries",89,
16,,,,,"conformances
aws-a5.5/a5.5m:-2006-e8018-c3-h4r
asme-sfa-a5.5:-e8018-c3-h4r
abs:-e8018-c3-h4r
cwb/csa-w48-06:-e5518-c3
en-iso-2560-b:-e5518-n2-a-u-h5",,,,0.12,,,0.15,,,,4.0,,,,,,,,,,,,0.825,,0.35,,,,,0.9500000000000001,,,,,0.03,,,,,,,0.03,,,0.8,,,"typical-applications
(cid:23)(cid:3)shipbuilding-(cid:23)(cid:3)weathering-steels
(cid:23)(cid:3)piping-and-gas-(cid:23)(cid:3)cross-country-
storage-tanks-pipe-repair",,0.05,,,,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-op
in-(mm)-in-(mm)-30-lb-(13.6-kg)-master
s-e8018-c3-h4r-•-low-alloy,-low-hydrogen",8,
160,,,,,diameters-/-packaging,,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.6,,,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",,0.1,,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",90,
161,,,,,diameters-/-packaging,,,,0.14500000000000002,,,0.035,,,,,,,,,,,,,,,,0.765,,0.175,,,,,0.865,,,,,0.015,,,,,,,,,,0.17,,,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",,0.01,,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",90,
162,,,,,"conformances
res-up-aws-5.5-e8015-b8-h4
bs-en-iso-3580-a-e-crmo9-b-3-2-h5
d-metal-
bs-en-iso-3580-b-e-6216-9c1m",,,,0.07500000000000001,,,0.4,,,,,,,,,,,,,,,,0.75,,,,,,,1.05,,,,,,,,,,,,0.025,,,0.6,,,"•-designed-for-corrosion-resistance-in-elevated-temperatur
to-600⁰c-(1112⁰f)-
•-moisture-resistant-coating-provides-low-amounts-of-weld
hydrogen-levels-for-a-superior-weld
•-smooth-arc-performance-in-all-positions
welding-positions------------
all,-except-vertical-down",,,,,,"typical-applications-------------
•-oil-refineries-•-pressure-vessels
•-power-plants-•-heat-exchangers
•-piping",91,
163,,,,,"diameters-/-packaging
diameter-4.5-kg-(10-lb)-
mm-(in)-easy-open-can",,,,0.1,,,,,,,,,,,,,,,,,,,0.575,,0.05,,,0.2,,1.025,,,,,0.01,,,,,,,0.01,,,0.3,,,"•-improved-long-term-creep-properties
•-can-weld-equivalent-(p91)-9crmo-steels
•-designed-to-weld-the-modified-steels-t91,-p91-or-grade-9
which-are-designed-to-provide-improved-creep-strength,-
toughness-fatigue-and-oxidation,-and-corrosion-resistance
at-elevated-temperatures.
welding-positions----------
all",,0.25,,,,"aws-a5.5-e9015-b91
bs-en-iso-3580-b-e-6216-9c1mv
91,",92,
164,,,,,"conformances
m,-and-aws-5.5-e9015-b9-h4
stance
bs-en-iso-3580-a-e-crmo91-b-3-2-
uctural",,,,0.046,,,9.0,0.25,,,,,,,,,,,,,,,0.85,,1.025,0.05,,0.05500000000000001,,0.6000000000000001,,1.5,,,0.01,,,,,,,0.01,,0.008,0.3,,,"•-developed-with-additional-amounts-of-niobium,-vanadium
nitrogen-to-improve-toughness-and-long-term-creep-resis
•-designed-to-provide-creep-resistance-in-high-integrity-stru
services-with-elevated-temperatures
welding-positions------------
all,-except-vertical-down",,0.2,,,,"typical-applications-------------
•-power-generating-plants-•-oil-refineries
•-main-steam-piping-•-coal-liquefaction-and-
gasification-plants
•-turbine-casting",93,
165,,,,,"conformances
metal-aws-5.5-e9018-d1
bs-2493-mnmobh
acking",,,,0.1,,,,,,,,,,,,,,,,,,,1.5,,,,,,,0.35,,,,,,,,,,,,0.025,,,0.8,,,"•-moisture-resistant-coating-provides-low-amount-of-weld-m
hydrogen-levels-for-a-superior-weld
•-developed-to-resist-sulphide-induced-stress-corrosion-cra
•-improved-sub-zero-toughness
welding-positions------------
all,-except-vertical-down",,,,,,"typical-applications-------------
•-offshore-oil-pipework
•-fittings",94,
166,,,,,"power-generation-pressure-piping
petrochemical-mild-steel
pressure-vessels",,,,0.15,,,0.2,,,,4.0,,,,,,,,,,,,1.6,1.75,0.3,,,,,,,,,,0.035,,,,,,,,0.16749999999999998,,0.75,,,"improved-coating-integrity
extreme-bendability
60%-less-moisture-pickup-vs.-competition
reduction-of-arc-starting-porosity
clear-puddle-and-a-smooth-arc",,0.08,,,,"diameters-/-packaging
h4r",95,
167,,,,,"power-generation-pressure-piping
petrochemical-mild-steel
pressure-vessels",,,,0.055,,,0.045000000000000005,,,,2.5,,,,,,,,,,,,1.28,1.395,0.05,,,,,,,,,,0.015,,,,,,,,0.02666666666666667,,0.51,,,"improved-coating-integrity
extreme-bendability
60%-less-moisture-pickup-vs.-competition
reduction-of-arc-starting-porosity
clear-puddle-and-a-smooth-arc",,0.02,,,,"diameters-/-packaging
h4r",95,
168,,,,,"nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,,0.15,,,0.2,,,,4.0,,,,,,,,,,,,1.6,,0.3,,,,,0.3,,,,,,0.1925,,,,,,,,,0.75,,,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface",,,,,,nan,96,
169,,,,,"nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,,0.07,,,0.03,,,,2.0,,,,,,,,,,,,0.97,,0.225,,,,,0.02,,,,,,0.01,,,,,,,,,0.27,,,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface",,,,,,nan,96,
17,,,,,"conformances
aws-a5.5/a5.5m:-2006-e8018-c3-h4r
asme-sfa-a5.5:-e8018-c3-h4r
abs:-e8018-c3-h4r
cwb/csa-w48-06:-e5518-c3
en-iso-2560-b:-e5518-n2-a-u-h5",,,,0.05500000000000001,,,0.05,,,,1.5,,,,,,,,,,,,0.825,,0.17,,,,,0.9500000000000001,,,,,,,,,,,,,,,0.34500000000000003,,,"typical-applications
(cid:23)(cid:3)shipbuilding-(cid:23)(cid:3)weathering-steels
(cid:23)(cid:3)piping-and-gas-(cid:23)(cid:3)cross-country-
storage-tanks-pipe-repair",,,,,,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-op
in-(mm)-in-(mm)-30-lb-(13.6-kg)-master
s-e8018-c3-h4r-•-low-alloy,-low-hydrogen",8,
170,,,,,"•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,,0.15,,,0.3,,,,,,,,,,,,,,,,1.6,,0.08,,,,,,,,,,0.035,,,,,,,0.035,,,0.75,,,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",,1.75,,,,"diameters-/-packaging
buy-america",97,
